player_name,nation_raw,position,club,age,born,nineties,goals,shots,shots_on_target,SoT%,shots_per90,sot_per90,goals_per_shot,goals_per_sot,avg_shot_distance,free_kicks,penalty_goals,penalty_attempts,xg,npxg,npxg_per_shot,g_minus_xg,npg_minus_npxg,nation_code,season,league,player_key,club_key,position_group,nation,age_pass,nineties_pass,passes_completed_total,passes_attempted_total,pass_completion_total_pct,pass_total_distance,pass_progressive_distance,short_passes_completed,short_passes_attempted,short_pass_completion_pct,medium_passes_completed,medium_passes_attempted,medium_pass_completion_pct,long_passes_completed,long_passes_attempted,long_pass_completion_pct,assists,xag,xa,a_minus_xag,key_passes,passes_into_final_third,passes_into_pen_area,crosses_into_pen_area,progressive_passes,position_group_pass,age_def,born_def,nineties_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,tackles_vs_dribblers,dribbles_faced,tackle_success_pct,dribbles_lost,blocks,blocks_shots,blocks_passes,interceptions,tackles_plus_interceptions,clearances,errors_leading_to_shot,position_group_def,age_poss,born_poss,nineties_poss,touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,takeons_attempted,takeons_succeeded,takeons_success_pct,takeons_tackled,takeons_tackled_pct,carries,carries_total_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_pen_area,miscontrols,dispossessed,passes_received,progressive_passes_received,position_group_poss,player_name_tm,club_tm,position_tm,market_value_eur,market_value_millions,player_name_final,club_final,attacking_score,creative_score,defensive_score,performance_index,perf_z,value_z,perf_pct,value_pct,undervaluation_delta,valuation_category
Jan Bednarek,pl POL,DF,Southampton,28.0,1996.0,28.1,2,5,2,40.0,0.18,0.07,0.4,1.0,16.0,0,0,0,0.7,0.7,0.13,1.3,1.3,POL,2024-25,Premier League,jan bednarek,southampton,DF,pl POL,28.0,28.1,1564.0,1687.0,92.7,27781.0,8925.0,590.0,620.0,95.2,856.0,903.0,94.8,105.0,137.0,76.6,0.0,0.5,0.9,-0.5,5.0,72.0,1.0,0.0,60.0,DF,28.0,1996.0,28.1,36.0,19.0,23.0,13.0,0.0,16.0,31.0,51.6,15.0,47.0,36.0,11.0,56.0,92.0,190.0,5.0,DF,28.0,1996.0,28.1,2049.0,386.0,1091.0,924.0,41.0,15.0,2049.0,3.0,3.0,100.0,0.0,0.0,1046.0,3845.0,1742.0,5.0,5.0,1.0,9.0,3.0,1307.0,2.0,DF,Jan Bednarek,Southampton,Centre-Back,7000000.0,7.0,Jan Bednarek,Southampton,0.0961,2.4911,4.9466,3.2399,-0.4706,-0.9493,0.3582,0.194,0.1642,Fair Value
Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,26.0,1998.0,18.6,2,22,5,22.7,1.18,0.27,0.09,0.4,21.2,2,0,0,1.5,1.5,0.07,0.5,0.5,HAI,2024-25,Premier League,jean-ricner bellegarde,wolves,MF,ht HAI,26.0,18.6,475.0,599.0,79.3,7404.0,1436.0,271.0,304.0,89.1,152.0,188.0,80.9,36.0,62.0,58.1,7.0,3.8,2.8,3.2,27.0,30.0,18.0,8.0,43.0,MF,26.0,1998.0,18.6,39.0,24.0,17.0,19.0,3.0,14.0,20.0,70.0,6.0,19.0,3.0,16.0,10.0,49.0,18.0,1.0,MF,26.0,1998.0,18.6,843.0,24.0,148.0,394.0,318.0,48.0,843.0,61.0,14.0,23.0,31.0,50.8,528.0,3269.0,1573.0,52.0,38.0,11.0,42.0,29.0,592.0,89.0,MF,Jean-Ricner Bellegarde,Wolves,Central Midfield,18000000.0,18.0,Jean-Ricner Bellegarde,Wolves,0.1882,6.5591,3.6559,3.7769,-0.5365,-0.5889,0.2773,0.3277,-0.0504,Fair Value
Rodrigo Bentancur,uy URU,MF,Tottenham,27.0,1997.0,18.3,2,22,5,22.7,1.2,0.27,0.09,0.4,17.4,0,0,0,1.3,1.3,0.06,0.7,0.7,URU,2024-25,Premier League,rodrigo bentancur,tottenham,MF,uy URU,27.0,18.3,946.0,1076.0,87.9,15392.0,3700.0,450.0,496.0,90.7,425.0,459.0,92.6,47.0,63.0,74.6,0.0,0.4,1.0,-0.4,10.0,109.0,13.0,2.0,100.0,MF,27.0,1997.0,18.3,40.0,22.0,19.0,17.0,4.0,19.0,40.0,47.5,21.0,25.0,8.0,17.0,40.0,80.0,38.0,1.0,MF,27.0,1997.0,18.3,1302.0,76.0,323.0,774.0,216.0,24.0,1302.0,19.0,9.0,47.4,8.0,42.1,764.0,3568.0,1502.0,28.0,24.0,5.0,19.0,20.0,848.0,34.0,MF,Rodrigo Bentancur,Tottenham,Central Midfield,30000000.0,30.0,Rodrigo Bentancur,Tottenham,0.1803,7.541,5.7377,4.7918,0.4709,-0.1253,0.7479,0.563,0.1849,Fair Value
Sander Berge,no NOR,MF,Fulham,26.0,1998.0,24.7,0,3,1,33.3,0.12,0.04,0.0,0.0,8.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4,NOR,2024-25,Premier League,sander berge,fulham,MF,no NOR,26.0,24.7,1091.0,1193.0,91.5,19377.0,4626.0,452.0,491.0,92.1,526.0,557.0,94.4,96.0,115.0,83.5,0.0,0.6,0.6,-0.6,18.0,116.0,5.0,0.0,124.0,MF,26.0,1998.0,24.7,50.0,30.0,23.0,23.0,4.0,27.0,39.0,69.2,12.0,27.0,8.0,19.0,21.0,71.0,38.0,1.0,MF,26.0,1998.0,24.7,1384.0,81.0,374.0,799.0,217.0,14.0,1384.0,20.0,11.0,55.0,6.0,30.0,804.0,4467.0,2065.0,29.0,25.0,2.0,15.0,16.0,892.0,9.0,MF,Sander Berge,Fulham,Defensive Midfield,25000000.0,25.0,Sander Berge,Fulham,0.0162,6.9231,3.9676,3.9644,-0.3504,-0.3185,0.4034,0.4622,-0.0588,Fair Value
Lucas Bergvall,se SWE,MF,Tottenham,18.0,2006.0,13.5,0,12,2,16.7,0.89,0.15,0.0,0.0,19.9,0,0,0,0.7,0.7,0.06,-0.7,-0.7,SWE,2024-25,Premier League,lucas bergvall,tottenham,MF,se SWE,18.0,13.5,629.0,720.0,87.4,10567.0,2202.0,295.0,321.0,91.9,264.0,294.0,89.8,53.0,71.0,74.6,1.0,0.6,0.8,0.4,11.0,53.0,7.0,3.0,49.0,MF,18.0,2006.0,13.5,39.0,19.0,14.0,20.0,5.0,17.0,32.0,53.1,15.0,18.0,8.0,10.0,24.0,63.0,22.0,3.0,MF,18.0,2006.0,13.5,885.0,36.0,188.0,478.0,232.0,22.0,885.0,45.0,21.0,46.7,20.0,44.4,531.0,3392.0,1634.0,33.0,21.0,4.0,20.0,19.0,586.0,31.0,MF,Lucas Bergvall,Tottenham,Central Midfield,38000000.0,38.0,Lucas Bergvall,Tottenham,0.0519,6.8889,6.0,4.5711,0.2518,0.1837,0.6471,0.6639,-0.0168,Fair Value
Victor Bernth Kristiansen,dk DEN,DF,Leicester,21.0,2002.0,27.6,0,3,0,0.0,0.11,0.0,0.0,0.0,17.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3,DEN,2024-25,Premier League,victor bernth kristiansen,leicester,DF,dk DEN,21.0,27.6,1023.0,1321.0,77.4,16420.0,5859.0,519.0,581.0,89.3,418.0,524.0,79.8,65.0,157.0,41.4,1.0,1.4,1.7,-0.4,18.0,76.0,23.0,18.0,70.0,DF,21.0,2002.0,27.6,87.0,51.0,56.0,26.0,5.0,49.0,91.0,53.8,42.0,38.0,15.0,23.0,42.0,129.0,75.0,3.0,DF,21.0,2002.0,27.6,1614.0,115.0,577.0,722.0,329.0,17.0,1614.0,18.0,8.0,44.4,9.0,50.0,816.0,3948.0,1866.0,40.0,26.0,5.0,15.0,13.0,887.0,78.0,DF,Victor Bernth Kristiansen,Leicester,Left-Back,15000000.0,15.0,Victor Bernth Kristiansen,Leicester,0.0109,4.6377,6.0507,4.4188,0.8658,-0.5214,0.7985,0.3731,0.4254,Undervalued
Beto,gw GNB,FW,Everton,26.0,1998.0,17.0,8,49,23,46.9,2.87,1.35,0.16,0.35,13.1,0,0,0,8.2,8.2,0.17,-0.2,-0.2,GNB,2024-25,Premier League,beto,everton,FW,gw GNB,26.0,17.0,156.0,268.0,58.2,2060.0,282.0,92.0,137.0,67.2,44.0,83.0,53.0,7.0,9.0,77.8,0.0,1.2,0.5,-1.2,12.0,7.0,8.0,1.0,16.0,FW,26.0,1998.0,17.0,14.0,6.0,2.0,8.0,4.0,5.0,8.0,62.5,3.0,12.0,2.0,10.0,4.0,18.0,24.0,1.0,FW,26.0,1998.0,17.0,520.0,29.0,51.0,233.0,242.0,86.0,520.0,38.0,19.0,50.0,17.0,44.7,267.0,1242.0,478.0,15.0,12.0,9.0,71.0,37.0,378.0,77.0,FW,Beto,Everton,Centre-Forward,22000000.0,22.0,Beto,Everton,0.9529,2.5294,1.7647,1.5071,-1.0646,-0.4524,0.186,0.3488,-0.1628,Overvalued
Yves Bissouma,ml MLI,MF,Tottenham,27.0,1996.0,15.6,2,11,4,36.4,0.7,0.26,0.18,0.5,23.4,0,0,0,0.6,0.6,0.06,1.4,1.4,MLI,2024-25,Premier League,yves bissouma,tottenham,MF,ml MLI,27.0,15.6,755.0,852.0,88.6,11376.0,2858.0,413.0,448.0,92.2,278.0,300.0,92.7,36.0,60.0,60.0,0.0,0.3,0.6,-0.3,6.0,61.0,10.0,1.0,75.0,MF,27.0,1996.0,15.6,49.0,31.0,20.0,25.0,4.0,19.0,34.0,55.9,15.0,11.0,6.0,5.0,18.0,67.0,40.0,4.0,MF,27.0,1996.0,15.6,1039.0,71.0,304.0,584.0,159.0,5.0,1039.0,22.0,7.0,31.8,15.0,68.2,610.0,3602.0,1611.0,15.0,17.0,0.0,25.0,15.0,704.0,3.0,MF,Yves Bissouma,Tottenham,Defensive Midfield,25000000.0,25.0,Yves Bissouma,Tottenham,0.1667,6.1538,5.0,4.0115,-0.3036,-0.3185,0.4202,0.4622,-0.042,Fair Value
Jarrod Bowen,eng ENG,"FW,MF",West Ham,27.0,1996.0,33.0,13,86,36,41.9,2.6,1.09,0.14,0.33,17.4,1,1,1,8.6,7.8,0.09,4.4,4.2,ENG,2024-25,Premier League,jarrod bowen,west ham,MF,eng ENG,27.0,33.0,584.0,815.0,71.7,9476.0,2687.0,326.0,388.0,84.0,187.0,250.0,74.8,54.0,94.0,57.4,8.0,6.8,6.5,1.2,51.0,41.0,46.0,8.0,91.0,MF,27.0,1996.0,33.0,41.0,26.0,13.0,12.0,16.0,19.0,40.0,47.5,21.0,22.0,4.0,18.0,16.0,57.0,25.0,0.0,MF,27.0,1996.0,33.0,1252.0,28.0,132.0,466.0,678.0,171.0,1251.0,130.0,44.0,33.8,76.0,58.5,741.0,5306.0,2501.0,109.0,46.0,61.0,70.0,77.0,834.0,212.0,MF,Jarrod Bowen,West Ham,Right Winger,40000000.0,40.0,Jarrod Bowen,West Ham,0.6545,7.6061,2.3939,3.957,-0.3578,0.261,0.395,0.6975,-0.3025,Overvalued
Jarrad Branthwaite,eng ENG,DF,Everton,22.0,2002.0,27.9,0,10,3,30.0,0.36,0.11,0.0,0.0,8.2,0,0,0,1.2,1.2,0.12,-1.2,-1.2,ENG,2024-25,Premier League,jarrad branthwaite,everton,DF,eng ENG,22.0,27.9,984.0,1198.0,82.1,19285.0,7699.0,368.0,409.0,90.0,488.0,539.0,90.5,121.0,218.0,55.5,1.0,0.7,0.6,0.3,3.0,86.0,3.0,0.0,66.0,DF,22.0,2002.0,27.9,36.0,20.0,26.0,10.0,0.0,20.0,28.0,71.4,8.0,31.0,23.0,8.0,27.0,63.0,191.0,4.0,DF,22.0,2002.0,27.9,1520.0,211.0,783.0,676.0,69.0,28.0,1520.0,6.0,3.0,50.0,2.0,33.3,747.0,4143.0,2515.0,10.0,14.0,2.0,8.0,4.0,894.0,2.0,DF,Jarrad Branthwaite,Everton,Centre-Back,50000000.0,50.0,Jarrad Branthwaite,Everton,0.043,2.8315,3.3692,2.5427,-1.261,1.3506,0.097,0.8955,-0.7985,Overvalued
James Bree,eng ENG,DF,Southampton,26.0,1997.0,11.9,0,4,1,25.0,0.33,0.08,0.0,0.0,22.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,ENG,2024-25,Premier League,james bree,southampton,DF,eng ENG,26.0,11.9,500.0,599.0,83.5,7922.0,2204.0,243.0,269.0,90.3,220.0,253.0,87.0,27.0,52.0,51.9,1.0,0.9,0.7,0.1,10.0,29.0,7.0,6.0,34.0,DF,26.0,1997.0,11.9,19.0,14.0,8.0,10.0,1.0,10.0,25.0,40.0,15.0,10.0,3.0,7.0,9.0,28.0,29.0,0.0,DF,26.0,1997.0,11.9,694.0,49.0,221.0,308.0,170.0,11.0,694.0,8.0,4.0,50.0,2.0,25.0,363.0,1586.0,808.0,13.0,12.0,1.0,9.0,5.0,443.0,43.0,DF,James Bree,Southampton,Right-Back,2000000.0,2.0,James Bree,Southampton,0.0084,4.7899,3.1933,3.0353,-0.7025,-1.2167,0.2164,0.0597,0.1567,Fair Value
David Brooks,wls WAL,"FW,MF",Bournemouth,27.0,1997.0,10.7,2,25,12,48.0,2.34,1.13,0.08,0.17,16.3,0,0,0,2.5,2.5,0.1,-0.5,-0.5,WAL,2024-25,Premier League,david brooks,bournemouth,MF,wls WAL,27.0,10.7,310.0,411.0,75.4,4795.0,1429.0,176.0,205.0,85.9,101.0,130.0,77.7,24.0,47.0,51.1,0.0,1.9,2.0,-1.9,20.0,22.0,18.0,6.0,35.0,MF,27.0,1997.0,10.7,14.0,6.0,2.0,8.0,4.0,2.0,16.0,12.5,14.0,18.0,2.0,16.0,5.0,19.0,9.0,1.0,MF,27.0,1997.0,10.7,545.0,15.0,59.0,207.0,289.0,39.0,545.0,34.0,11.0,32.4,20.0,58.8,342.0,2344.0,1115.0,35.0,25.0,10.0,30.0,14.0,375.0,83.0,MF,David Brooks,Bournemouth,Right Winger,10000000.0,10.0,David Brooks,Bournemouth,0.4206,8.4112,3.4579,4.528,0.2091,-0.8979,0.6218,0.1345,0.4874,Undervalued
Santiago Bueno,uy URU,DF,Wolves,25.0,1998.0,18.7,0,6,3,50.0,0.32,0.16,0.0,0.0,14.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4,URU,2024-25,Premier League,santiago bueno,wolves,DF,uy URU,25.0,18.7,741.0,842.0,88.0,13598.0,4177.0,260.0,281.0,92.5,417.0,444.0,93.9,51.0,91.0,56.0,0.0,0.0,0.1,0.0,0.0,24.0,2.0,0.0,28.0,DF,25.0,1998.0,18.7,41.0,21.0,22.0,18.0,1.0,17.0,22.0,77.3,5.0,36.0,21.0,15.0,15.0,56.0,70.0,0.0,DF,25.0,1998.0,18.7,1025.0,170.0,522.0,485.0,21.0,6.0,1025.0,4.0,0.0,0.0,4.0,100.0,555.0,2727.0,1430.0,1.0,2.0,0.0,2.0,2.0,660.0,1.0,DF,Santiago Bueno,Wolves,Centre-Back,10000000.0,10.0,Santiago Bueno,Wolves,0.0214,1.5508,4.9198,2.9294,-0.8225,-0.7888,0.2015,0.2575,-0.056,Fair Value
Facundo Buonanotte,ar ARG,"FW,MF",Leicester,19.0,2004.0,16.9,5,36,12,33.3,2.13,0.71,0.14,0.42,17.6,0,0,0,3.9,3.9,0.11,1.1,1.1,ARG,2024-25,Premier League,facundo buonanotte,leicester,MF,ar ARG,19.0,16.9,437.0,572.0,76.4,6930.0,1757.0,236.0,276.0,85.5,150.0,182.0,82.4,35.0,74.0,47.3,2.0,3.1,2.3,-1.1,24.0,41.0,13.0,2.0,54.0,MF,19.0,2004.0,16.9,53.0,32.0,17.0,22.0,14.0,21.0,67.0,31.3,46.0,34.0,6.0,28.0,12.0,65.0,14.0,0.0,MF,19.0,2004.0,16.9,874.0,26.0,128.0,452.0,307.0,39.0,874.0,83.0,28.0,33.7,49.0,59.0,479.0,2997.0,1347.0,39.0,26.0,9.0,58.0,39.0,528.0,74.0,MF,Facundo Buonanotte,Leicester,Attacking Midfield,20000000.0,20.0,Facundo Buonanotte,Leicester,0.5266,6.9231,5.858,4.6846,0.3645,-0.5116,0.6975,0.3824,0.3151,Undervalued
Cameron Burgess,au AUS,DF,Ipswich,28.0,1995.0,17.1,0,10,2,20.0,0.58,0.12,0.0,0.0,9.6,0,0,0,1.1,1.1,0.11,-1.1,-1.1,AUS,2024-25,Premier League,cameron burgess,ipswich,DF,au AUS,28.0,17.1,626.0,774.0,80.9,11461.0,5485.0,259.0,285.0,90.9,295.0,340.0,86.8,64.0,127.0,50.4,2.0,0.5,0.4,1.5,7.0,47.0,4.0,0.0,42.0,DF,28.0,1995.0,17.1,17.0,12.0,14.0,3.0,0.0,9.0,11.0,81.8,2.0,20.0,15.0,5.0,14.0,31.0,128.0,3.0,DF,28.0,1995.0,17.1,982.0,248.0,609.0,327.0,48.0,24.0,982.0,0.0,0.0,0.0,0.0,0.0,430.0,1965.0,1002.0,2.0,4.0,0.0,3.0,0.0,573.0,4.0,DF,Cameron Burgess,Ipswich,Centre-Back,2000000.0,2.0,Cameron Burgess,Ipswich,0.0643,2.9825,2.9825,2.3988,-1.424,-1.2167,0.0821,0.0597,0.0224,Fair Value
Dan Burn,eng ENG,DF,Newcastle,32.0,1992.0,37.0,1,23,7,30.4,0.62,0.19,0.04,0.14,9.7,0,0,0,2.0,2.0,0.09,-1.0,-1.0,ENG,2024-25,Premier League,dan burn,newcastle,DF,eng ENG,32.0,37.0,1774.0,2006.0,88.4,32347.0,11375.0,621.0,692.0,89.7,1029.0,1088.0,94.6,110.0,181.0,60.8,1.0,0.9,1.1,0.1,9.0,50.0,9.0,0.0,75.0,DF,32.0,1992.0,37.0,39.0,24.0,22.0,15.0,2.0,20.0,36.0,55.6,16.0,36.0,26.0,10.0,27.0,66.0,197.0,4.0,DF,32.0,1992.0,37.0,2386.0,366.0,1305.0,959.0,130.0,52.0,2386.0,4.0,3.0,75.0,1.0,25.0,1346.0,6322.0,2798.0,12.0,8.0,1.0,24.0,3.0,1615.0,14.0,DF,Dan Burn,Newcastle,Centre-Back,6000000.0,6.0,Dan Burn,Newcastle,0.0811,2.5946,2.7568,2.173,-1.68,-1.0027,0.0299,0.1679,-0.1381,Fair Value
Wes Burns,wls WAL,"FW,DF",Ipswich,29.0,1994.0,10.3,0,7,1,14.3,0.68,0.1,0.0,0.0,18.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5,WAL,2024-25,Premier League,wes burns,ipswich,DF,wls WAL,29.0,10.3,153.0,253.0,60.5,2416.0,597.0,82.0,102.0,80.4,51.0,78.0,65.4,14.0,36.0,38.9,1.0,1.6,1.2,-0.6,10.0,8.0,8.0,7.0,8.0,DF,29.0,1994.0,10.3,13.0,11.0,1.0,9.0,3.0,4.0,10.0,40.0,6.0,7.0,2.0,5.0,10.0,23.0,13.0,2.0,DF,29.0,1994.0,10.3,350.0,21.0,69.0,129.0,160.0,18.0,350.0,24.0,9.0,37.5,14.0,58.3,216.0,1458.0,696.0,38.0,13.0,10.0,17.0,13.0,220.0,65.0,DF,Wes Burns,Ipswich,Right Winger,2000000.0,2.0,Wes Burns,Ipswich,0.0485,5.4369,2.9126,3.0971,-0.6325,-1.2167,0.2761,0.0597,0.2164,Fair Value
Moisés Caicedo,ec ECU,"MF,DF",Chelsea,22.0,2001.0,37.2,1,20,3,15.0,0.54,0.08,0.05,0.33,25.3,0,0,0,0.8,0.8,0.04,0.2,0.2,ECU,2024-25,Premier League,moises caicedo,chelsea,DF,ec ECU,22.0,37.2,1967.0,2194.0,89.7,33834.0,8949.0,893.0,964.0,92.6,878.0,951.0,92.3,159.0,208.0,76.4,2.0,3.0,2.8,-1.0,30.0,235.0,34.0,2.0,215.0,DF,22.0,2001.0,37.2,114.0,73.0,44.0,54.0,16.0,54.0,86.0,62.8,32.0,49.0,10.0,39.0,49.0,163.0,60.0,1.0,DF,22.0,2001.0,37.2,2579.0,95.0,562.0,1570.0,476.0,15.0,2579.0,64.0,29.0,45.3,22.0,34.4,1409.0,6882.0,3384.0,43.0,38.0,2.0,37.0,25.0,1780.0,37.0,DF,Moisés Caicedo,Chelsea,Defensive Midfield,90000000.0,90.0,Moisés Caicedo,Chelsea,0.0484,7.7419,5.6989,5.1817,1.7306,3.4899,0.9552,1.0,-0.0448,Fair Value
Jens Cajuste,se SWE,MF,Ipswich,24.0,1999.0,21.8,1,12,1,8.3,0.55,0.05,0.08,1.0,19.7,0,0,0,0.7,0.7,0.05,0.3,0.3,SWE,2024-25,Premier League,jens cajuste,ipswich,MF,se SWE,24.0,21.8,647.0,783.0,82.6,10596.0,2229.0,301.0,338.0,89.1,300.0,352.0,85.2,31.0,61.0,50.8,1.0,0.8,0.7,0.2,13.0,51.0,6.0,1.0,59.0,MF,24.0,1999.0,21.8,44.0,22.0,19.0,23.0,2.0,21.0,49.0,42.9,28.0,25.0,10.0,15.0,28.0,72.0,33.0,2.0,MF,24.0,1999.0,21.8,1017.0,61.0,286.0,530.0,217.0,15.0,1017.0,53.0,28.0,52.8,19.0,35.8,481.0,2609.0,1329.0,26.0,23.0,3.0,23.0,17.0,594.0,20.0,MF,Jens Cajuste,Ipswich,Defensive Midfield,12000000.0,12.0,Jens Cajuste,Ipswich,0.078,4.4954,4.4495,3.1564,-1.1524,-0.8207,0.1008,0.2017,-0.1008,Fair Value
Riccardo Calafiori,it ITA,DF,Arsenal,22.0,2002.0,10.9,2,10,6,60.0,0.92,0.55,0.2,0.33,14.1,0,0,0,0.9,0.9,0.09,1.1,1.1,ITA,2024-25,Premier League,riccardo calafiori,arsenal,DF,it ITA,22.0,10.9,470.0,549.0,85.6,6903.0,1705.0,280.0,306.0,91.5,163.0,188.0,86.7,19.0,28.0,67.9,1.0,0.3,0.7,0.7,6.0,41.0,9.0,1.0,54.0,DF,22.0,2002.0,10.9,27.0,19.0,15.0,10.0,2.0,18.0,29.0,62.1,11.0,12.0,6.0,6.0,9.0,36.0,25.0,0.0,DF,22.0,2002.0,10.9,653.0,30.0,164.0,264.0,229.0,30.0,653.0,13.0,9.0,69.2,3.0,23.1,308.0,1655.0,889.0,22.0,15.0,3.0,12.0,5.0,394.0,29.0,DF,Riccardo Calafiori,Arsenal,Left-Back,35000000.0,35.0,Riccardo Calafiori,Arsenal,0.2661,7.5229,4.4037,4.5119,0.9713,0.5483,0.8358,0.7612,0.0746,Fair Value
Dominic Calvert-Lewin,eng ENG,FW,Everton,27.0,1997.0,17.9,3,50,19,38.0,2.8,1.06,0.06,0.16,12.3,0,0,0,6.7,6.7,0.14,-3.7,-3.7,ENG,2024-25,Premier League,dominic calvert-lewin,everton,FW,eng ENG,27.0,17.9,181.0,289.0,62.6,2113.0,498.0,130.0,187.0,69.5,37.0,63.0,58.7,3.0,8.0,37.5,1.0,0.6,0.7,0.4,7.0,20.0,5.0,1.0,20.0,FW,27.0,1997.0,17.9,9.0,7.0,1.0,4.0,4.0,2.0,6.0,33.3,4.0,7.0,2.0,5.0,7.0,16.0,23.0,0.0,FW,27.0,1997.0,17.9,520.0,26.0,45.0,215.0,265.0,88.0,520.0,25.0,10.0,40.0,13.0,52.0,280.0,1445.0,463.0,23.0,8.0,17.0,77.0,33.0,417.0,112.0,FW,Dominic Calvert-Lewin,Everton,Centre-Forward,16000000.0,16.0,Dominic Calvert-Lewin,Everton,0.5419,2.7933,1.2849,1.2916,-1.3148,-0.649,0.1163,0.2209,-0.1047,Fair Value
Casemiro,br BRA,MF,Man Utd,32.0,1992.0,16.6,1,32,10,31.3,1.93,0.6,0.03,0.1,19.5,0,0,0,1.9,1.9,0.06,-0.9,-0.9,BRA,2024-25,Premier League,casemiro,man utd,MF,br BRA,32.0,16.6,780.0,990.0,78.8,13010.0,4069.0,369.0,425.0,86.8,313.0,374.0,83.7,69.0,113.0,61.1,0.0,2.3,2.0,-2.3,22.0,81.0,23.0,6.0,84.0,MF,32.0,1992.0,16.6,83.0,50.0,50.0,23.0,10.0,45.0,74.0,60.8,29.0,39.0,10.0,29.0,14.0,97.0,51.0,3.0,MF,32.0,1992.0,16.6,1250.0,75.0,374.0,633.0,251.0,43.0,1250.0,6.0,3.0,50.0,3.0,50.0,660.0,2047.0,934.0,4.0,10.0,0.0,12.0,10.0,800.0,28.0,MF,Casemiro,Man Utd,Defensive Midfield,10000000.0,10.0,Casemiro,Man Utd,0.1747,6.6265,8.1928,5.1608,0.8372,-0.8979,0.8151,0.1345,0.6807,Undervalued
Matty Cash,pl POL,DF,Aston Villa,26.0,1997.0,23.0,1,13,6,46.2,0.57,0.26,0.08,0.17,18.8,0,0,0,0.5,0.5,0.04,0.5,0.5,POL,2024-25,Premier League,matty cash,aston villa,DF,pl POL,26.0,23.0,732.0,945.0,77.5,12171.0,3259.0,362.0,406.0,89.2,306.0,389.0,78.7,52.0,106.0,49.1,1.0,1.1,1.3,-0.1,10.0,39.0,10.0,5.0,42.0,DF,26.0,1997.0,23.0,56.0,32.0,29.0,21.0,6.0,31.0,43.0,72.1,12.0,22.0,8.0,14.0,23.0,79.0,70.0,2.0,DF,26.0,1997.0,23.0,1186.0,90.0,432.0,463.0,304.0,42.0,1186.0,40.0,19.0,47.5,16.0,40.0,595.0,3700.0,1864.0,48.0,38.0,4.0,20.0,10.0,654.0,90.0,DF,Matty Cash,Aston Villa,Right-Back,25000000.0,25.0,Matty Cash,Aston Villa,0.0652,4.3478,4.3913,3.513,-0.161,0.0135,0.5,0.5784,-0.0784,Fair Value
Timothy Castagne,be BEL,DF,Fulham,28.0,1995.0,18.3,0,8,3,37.5,0.44,0.16,0.0,0.0,14.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,BEL,2024-25,Premier League,timothy castagne,fulham,DF,be BEL,28.0,18.3,780.0,953.0,81.8,12441.0,3910.0,397.0,442.0,89.8,328.0,382.0,85.9,37.0,75.0,49.3,1.0,1.2,0.6,-0.2,9.0,51.0,5.0,3.0,62.0,DF,28.0,1995.0,18.3,46.0,29.0,28.0,15.0,3.0,26.0,45.0,57.8,19.0,15.0,6.0,9.0,22.0,68.0,83.0,0.0,DF,28.0,1995.0,18.3,1164.0,92.0,449.0,462.0,259.0,32.0,1164.0,12.0,5.0,41.7,5.0,41.7,547.0,2191.0,1044.0,17.0,15.0,2.0,15.0,5.0,665.0,67.0,DF,Timothy Castagne,Fulham,Right-Back,13000000.0,13.0,Timothy Castagne,Fulham,0.0219,4.8087,4.5355,3.7148,0.0677,-0.6284,0.597,0.306,0.291,Undervalued
Trevoh Chalobah,eng ENG,DF,Crystal Palace,25.0,1999.0,11.8,3,11,4,36.4,0.93,0.34,0.27,0.75,15.1,0,0,0,1.2,1.2,0.11,1.8,1.8,ENG,2024-25,Premier League,trevoh chalobah,crystal palace,DF,eng ENG,25.0,11.8,349.0,442.0,79.0,6831.0,2195.0,125.0,141.0,88.7,178.0,209.0,85.2,42.0,82.0,51.2,0.0,0.4,0.3,-0.4,4.0,27.0,2.0,1.0,34.0,DF,25.0,1999.0,11.8,20.0,16.0,7.0,12.0,1.0,12.0,23.0,52.2,11.0,19.0,9.0,10.0,19.0,39.0,57.0,3.0,DF,25.0,1999.0,11.8,594.0,66.0,275.0,276.0,51.0,14.0,594.0,10.0,6.0,60.0,2.0,20.0,278.0,1213.0,661.0,11.0,9.0,1.0,4.0,7.0,317.0,6.0,DF,Trevoh Chalobah,Crystal Palace,Centre-Back,25000000.0,25.0,Trevoh Chalobah,Crystal Palace,0.3559,4.1525,4.9153,3.7746,0.1355,0.0135,0.6343,0.5784,0.056,Fair Value
